Sipariş No	Tedarikçi Barkod	Sipariş Miktarı	Tedarikçi Ürün Kodu	Tedarikçi Malzeme Adı	Kalem No	Stok Kodu	Stok Adı	Birim
SAS-5581743944	2604201442	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11100	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201245	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11110	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201247	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11120	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201441	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11130	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201246	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11140	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201430	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11150	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201439	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11160	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201443	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11170	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201250	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11180	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604200909	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11190	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604200912	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11200	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201257	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11210	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604200922	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11220	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201254	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11230	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201255	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11240	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201253	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11250	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201249	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11260	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604200919	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11270	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604220068	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11280	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220089	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11290	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220106	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11300	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220110	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11310	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220119	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11320	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220092	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11330	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220102	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11340	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220116	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11350	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220122	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11360	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220124	1	120579481	27 FLEXI DUZ GRI 188x88x21,5	11370	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220125	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11380	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220126	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11390	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220128	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11400	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220130	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11410	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220131	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11420	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220080	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11430	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220099	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11440	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220101	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11450	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220104	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11460	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220118	2	120579485	27 FLEXI DUZ GRI 198x178x21,5	11470	HASUPL11971	SUNGER PU PLAKA 27 DNS GRI 198X178X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220057	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11480	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220060	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11490	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220066	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11500	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213076	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11510	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213078	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11520	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213077	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11530	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220024	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11540	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220025	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11550	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220026	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11560	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220027	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11570	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220028	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11580	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220023	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11590	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220059	1	120579484	27 FLEXI DUZ GRI 198x158x21,5	11600	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220040	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11610	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220042	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11620	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220043	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11630	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220045	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11640	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220058	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11650	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220015	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11660	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220016	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11670	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220017	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11680	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220018	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11690	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220019	1	120579482	27 FLEXI DUZ GRI 188x138x21,5	11700	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220038	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11710	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604220048	2	120579484	27 FLEXI DUZ GRI 198x158x21,5	11720	HASUPL11970	SUNGER PU PLAKA 27 DNS GRI 198X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213075	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11730	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604200906	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11740	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604200914	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11750	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604200920	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	11760	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604212840	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11770	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212836	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11780	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212838	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11790	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212841	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11800	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212842	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11810	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212979	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	11820	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212981	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	11830	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212971	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	11840	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212982	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	11850	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212972	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	11860	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212973	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	11870	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212910	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11880	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212912	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11890	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212936	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11900	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212938	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11910	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212942	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11920	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213079	1	120579482	27 FLEXI DUZ GRI 188x138x21,5	11930	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213072	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11940	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213073	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	11950	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212988	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11960	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212994	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11970	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212996	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11980	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212992	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	11990	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212983	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12000	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212977	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12010	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213010	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12020	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213009	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12030	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213008	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12040	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212997	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	12050	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212998	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	12060	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213006	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12070	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213012	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12080	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604213024	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12090	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212783	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12100	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212905	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12110	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212903	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12120	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212902	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12130	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212860	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12140	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212858	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12150	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212965	1	120579482	27 FLEXI DUZ GRI 188x138x21,5	12160	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212975	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	12170	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212974	2	120579481	27 FLEXI DUZ GRI 188x88x21,5	12180	HASUPL11967	SUNGER PU PLAKA 27 DNS GRI 188X88X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212960	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12190	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212948	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12200	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212943	2	120579482	27 FLEXI DUZ GRI 188x138x21,5	12210	HASUPL11968	SUNGER PU PLAKA 27 DNS GRI 188X138X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212793	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12220	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212792	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12230	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212788	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12240	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604212786	2	120579483	27 FLEXI DUZ GRI 188x158x21,5	12250	HASUPL11969	SUNGER PU PLAKA 27 DNS GRI 188X158X21,5 FLEXI DUZ	Adet
SAS-5581743944	2604091408	108	120201418	27 SOFT BLOKCM GRI 188x133	12260	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604200907	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	12270	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604200908	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	12280	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604210232	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	12290	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604210254	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	12300	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604200918	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	12310	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201242	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	12320	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604201440	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	12330	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2604091376	108	120554968	27 SOFT BLOKCM GRI 188x135	12340	HASUBL0110	SUNGER PU BLOK 27 DNS GRI 188X135X120 SOFT	M3
SAS-5581743944	2604152945	111	120201287	27 FLEXI BLOKCM GRI 198x158	12350	HASUBL0157	SUNGER PU BLOK 27 DNS MAVI 198X158X120 FLEXI	M3
SAS-5581743944	2604152942	111	120201287	27 FLEXI BLOKCM GRI 198x158	12360	HASUBL0157	SUNGER PU BLOK 27 DNS MAVI 198X158X120 FLEXI	M3
SAS-5581743944	2604152985	111	120201288	27 FLEXI BLOKCM GRI 198x178	12370	HASUBL0198	SUNGER PU BLOK 27 DNS GRI 198X178X100 FLEXI	M3
SAS-5581743944	2604152986	111	120201288	27 FLEXI BLOKCM GRI 198x178	12380	HASUBL0198	SUNGER PU BLOK 27 DNS GRI 198X178X100 FLEXI	M3
SAS-5581743944	2604091579	115	120574139	27 FLEXI BLOKCM GRI 195x155	12390	HASUBL0631	SUNGER PU BLOK 27 DNS GRI 195X155X120 FLEXI	M3
SAS-5581743944	2604091572	113	120201288	27 FLEXI BLOKCM GRI 198x178	12400	HASUBL0198	SUNGER PU BLOK 27 DNS GRI 198X178X100 FLEXI	M3
SAS-5581743944	2604091575	113	120201288	27 FLEXI BLOKCM GRI 198x178	12410	HASUBL0198	SUNGER PU BLOK 27 DNS GRI 198X178X100 FLEXI	M3
SAS-5581743944	2604270385	105	120568577	23 FLEXI BLOKCM MAVI 188x130	12420	HASUBL0598	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X130X120	M3
SAS-5581743944	2604270561	111	120245292	23 FLEXI BLOKCM MAVI 198x121	12430	HASUBL0340	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X121X120	M3
SAS-5581743944	2604270556	111	120560741	23 FLEXI BLOKCM MAVI 195x178	12440	HASUBL0471	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 195X178X120	M3
SAS-5581743944	2604270551	111	120245295	23 FLEXI BLOKCM MAVI 198x164	12450	HASUBL0343	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X164X120	M3
SAS-5581743944	2604270418	108	120560738	23 FLEXI BLOKCM MAVI 185x132	12460	HASUBL0467	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 185X132X120	M3
SAS-5581743944	2604270410	108	120550515	23 FLEXI BLOKCM MAVI 188x120	12470	HASUBL0322	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X188X120	M3
SAS-5581743944	2604270409	108	120568575	23 FLEXI BLOKCM MAVI 188x115	12480	HASUBL0596	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X115X120	M3
SAS-5581743944	2604270509	112	120245292	23 FLEXI BLOKCM MAVI 198x121	12490	HASUBL0340	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X121X120	M3
SAS-5581743944	2604270475	113	120210362	23 FLEXI BLOKCM MAVI 198x158	12500	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
SAS-5581743944	2604270476	113	120210362	23 FLEXI BLOKCM MAVI 198x158	12510	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
